exp_id,run_name,global_round,task_idx,round_in_task,client_id,run_seed,probe_batch_offset,probe_batch_count,probe_seed,probe_steps,probe_batch_size,grad_alignment,update_alignment,risk_gap_loss_after_P_minus_G,risk_gap_loss_delta_P_minus_G,top_eig_proj_gap_P_minus_G,top_eig_enabled,G_loss_before,G_loss_after,G_loss_delta,G_mean_step_loss,G_U_norm,G_U_P_norm,G_U_S_norm,G_U_P_ratio,G_top_eigval,G_top_eig_proj_abs,G_top_eig_proj_ratio,P_loss_before,P_loss_after,P_loss_delta,P_mean_step_loss,P_U_norm,P_U_P_norm,P_U_S_norm,P_U_P_ratio,P_top_eigval,P_top_eig_proj_abs,P_top_eig_proj_ratio,seed
A,A_Full_FedALA,201,2.0,1.0,2.0,0.0,3.2,5.0,2012380.0,5.0,64.0,0.9831822685990727,0.9919324926313431,-0.08116784095764173,0.8848918819427481,-0.052568903625099174,1.0,37.64607055664062,3.992473344802856,-33.65359721183777,19.346964530944824,2.1112453963351996,0.7365317179591108,1.9777849981188023,0.3493426178317137,269.1256530761719,0.18624784264136734,0.08851209957023767,36.68001083374023,3.9113055038452145,-32.76870532989502,18.98780792236328,2.0729934899324696,0.7450465585512699,1.9338977892166587,0.3596125507560156,296.3090057373047,0.13367893901626818,0.0635211295371878,0.0
A,A_Full_FedALA,202,2.0,2.0,2.0,0.0,2.8,5.0,2022387.0,5.0,64.0,0.9399631101934508,0.9448000960396483,-0.6194681739807129,-0.12021671295166003,0.03465344821077926,1.0,3.6882688426971435,2.6199283170700074,-1.0683405256271363,3.4241754150390618,0.25119023577587646,0.14085200062226916,0.20766501174497498,0.5613243297467821,8.877310466766357,0.03651194036224183,0.138863435342057,3.1890173816680907,2.0004601430892945,-1.1885572385787964,2.7971746253967287,0.30065587854188375,0.1175885356357044,0.27609472516222133,0.39504004459140435,11.986465454101562,0.07116538857302115,0.2360067154328857,0.0
A,A_Full_FedALA,203,2.0,3.0,2.0,0.0,4.6,5.0,2032394.0,5.0,64.0,0.8268108874587525,0.8453745843228229,-0.31829763174057,0.5187521314620971,0.008842765147216958,1.0,2.4389741039276123,1.5321320295333862,-0.906842074394226,2.134704990386963,0.2651213757599707,0.19128453201222204,0.1834167636828194,0.7214837537103549,19.15261306762695,0.05947901823690356,0.2208816703465713,1.601924340724945,1.2138343977928163,-0.38808994293212895,1.4697328472137452,0.18244124588252558,0.08758480755237318,0.15918927535048716,0.47633751953266074,26.473251724243163,0.0683217833841205,0.3654769161678685,0.0
A,A_Full_FedALA,401,3.0,1.0,2.0,0.0,3.6,5.0,4013780.0,5.0,64.0,0.9802301985839573,0.9922010006425179,0.004797744750976838,0.9874448394775399,0.10079373407638306,1.0,50.20463653564453,3.985400285720825,-46.2192362499237,22.70169538497925,2.5551266203117846,1.0583874386703953,2.314675462972889,0.4132110198777704,525.6489196777344,0.3737659913439876,0.14443005480393145,49.221989440917966,3.9901980304718023,-45.231791410446164,22.402765283584593,2.5312754125447023,1.0655263888389448,2.285413338763412,0.419544041269177,550.9557861328125,0.4745597254203707,0.18572528448403294,0.0
A,A_Full_FedALA,402,3.0,2.0,2.0,0.0,4.2,5.0,4023787.0,5.0,64.0,0.917534914849719,0.918766685421929,-1.0317152595520018,-0.303529634475708,0.021834559110469297,1.0,3.7823294925689694,2.883330354690552,-0.8989991378784179,3.561698169708252,0.22833464952516688,0.12392810896355091,0.18948938120081404,0.5442229920476052,9.602946662902832,0.0453980836838942,0.2065904571029725,3.0541438674926757,1.8516150951385497,-1.202528772354126,2.614191131591797,0.3114859382338425,0.09533278275960978,0.29613272098301024,0.3100703629371263,15.45880069732666,0.06723264279436354,0.20546151785937453,0.0
A,A_Full_FedALA,403,3.0,3.0,2.0,0.0,2.0,5.0,4033794.0,5.0,64.0,0.5791807851539226,0.6704784223158746,-0.3698456621170043,0.7954624938964845,0.0006849855373089405,1.0,2.553545479774475,1.459176685810089,-1.0943687939643862,2.172001094818115,0.279659728033674,0.22491723719132692,0.16545771103699067,0.799960558261463,28.62707862854004,0.06938199875278281,0.20492818747684924,1.3882373237609866,1.0893310236930849,-0.29890630006790164,1.2746754693984985,0.16442742327397397,0.07868832443550058,0.1437459621200326,0.473860788777535,30.236829376220705,0.07006698429009174,0.3584699867430226,0.0
A,A_Full_FedALA,601,4.0,1.0,2.0,0.0,2.2,5.0,6015180.0,5.0,64.0,0.9735960785446194,0.9887514477244359,-0.09124994277954071,1.1139778709411616,0.002304607190540256,1.0,35.84928085327148,3.611983118057251,-32.237297735214234,17.069703369140626,2.0944737611892723,0.8700133573956077,1.9024313702208224,0.415187160959272,281.68890380859375,0.23327070097978994,0.11203210277961902,34.64405303955078,3.52073317527771,-31.12331986427307,16.639311599731446,2.0505696224825263,0.8835623577793907,1.848384893694993,0.43032977511880566,306.7938537597656,0.23557530817033018,0.11508252980308156,0.0
A,A_Full_FedALA,602,4.0,2.0,2.0,0.0,2.2,5.0,6025187.0,5.0,64.0,0.7124350856501422,0.6873246959158366,-0.9961386537551882,0.12337670803070071,0.08886037125661504,1.0,3.693611478805542,3.0447636318206786,-0.6488478469848633,3.5052538585662845,0.20582410060528328,0.13024560128046242,0.15488782688465394,0.6537576709526054,18.663268280029296,0.07558252089685627,0.3566647800120191,2.5740961170196535,2.048624978065491,-0.5254711389541626,2.338850779533386,0.2309497383558387,0.062251070916510796,0.2206041734790066,0.2748724543679558,32.726724243164064,0.16444289215347133,0.7139169423963516,0.0
A,A_Full_FedALA,603,4.0,3.0,2.0,0.0,1.8,5.0,6035194.0,5.0,64.0,0.34673006642397397,0.29547062766203946,-0.6715248322486878,0.6209637928009031,-0.0517686949144048,1.0,3.0629273509979247,2.229915471076965,-0.8330118799209594,2.778765387535095,0.2505934432414629,0.20744761742117226,0.13587210959220347,0.8257687868613696,26.033544540405273,0.09047965409407671,0.3280206718517917,1.7704387259483336,1.5583906388282776,-0.2120480871200562,1.6997325801849368,0.12922430520114941,0.07173844061003476,0.10593910250185239,0.5476920787881662,32.67464714050293,0.03871095917967192,0.2830823696728205,0.0
B,B_No_Pers,201,2.0,1.0,2.0,0.0,3.2,5.0,2012380.0,5.0,64.0,0.9999999999999998,0.9999997869069184,6.442070007395273e-06,6.442070008461087e-06,-0.01908348060059906,1.0,39.842227935791016,2.568716440200806,-37.273511495590206,18.189428968429564,2.310181348907722,0.9600396033161414,2.0996965030173884,0.4161046739967775,409.1614196777344,0.19973463295620117,0.08547258995532132,39.842227935791016,2.568722882270813,-37.2735050535202,18.1894224357605,2.310185912214244,0.9600393012966648,2.0997013967084386,0.4161039655044815,430.8079467773438,0.18065115235560208,0.07683670108504029,0.0
B,B_No_Pers,202,2.0,2.0,2.0,0.0,2.8,5.0,2022387.0,5.0,64.0,1.0,0.9999994003167292,4.206657409662572e-05,4.206657409662572e-05,-0.007739705729122759,1.0,3.947769746780396,3.208264894485474,-0.7395048522949218,3.7786094760894775,0.20503836256721025,0.11191192162937624,0.17153455300808906,0.5444013574078079,8.467496967315673,0.05941363807422688,0.2801350130105845,3.947769746780396,3.20830696105957,-0.7394627857208251,3.7786137199401857,0.20503113934554867,0.11191163728415607,0.1715258793055338,0.5444202155789963,8.482869243621826,0.051673932345104145,0.2467634726617099,0.0
B,B_No_Pers,203,2.0,3.0,2.0,0.0,4.6,5.0,2032394.0,5.0,64.0,0.9999999999999998,0.9999999861128043,1.6212463371800823e-07,1.6212463371800823e-07,-0.00245880508338534,1.0,2.3751352405548096,1.471560935974121,-0.9035743045806885,2.073663034439087,0.26520205266773134,0.20350186722609012,0.1696271367416475,0.7694479958242597,20.967029571533203,0.0799944675788437,0.3095748581216159,2.3751352405548096,1.4715610980987548,-0.9035741424560548,2.073662896156311,0.26520172022624877,0.20350192430422961,0.1696265344253733,0.7694490274318568,20.865086936950682,0.07753566249545833,0.29922475657360476,0.0
B,B_No_Pers,401,3.0,1.0,2.0,0.0,3.6,5.0,4013780.0,5.0,64.0,0.9999999999999998,0.9999998725512693,3.112792968744058e-05,3.1127929687356486e-05,0.044729883174173105,1.0,33.847222061157225,3.231790637969971,-30.615431423187253,16.535380659103392,2.051605692492285,1.0149822948176177,1.7711374380441236,0.4927647100234793,463.4346862792969,0.08094547156917167,0.04008780905339806,33.847222061157225,3.231821765899658,-30.61540029525757,16.535409889221192,2.051608507436944,1.0149820579336368,1.771140841390323,0.4927638473191983,471.1776428222656,0.12567535474334476,0.06127708398936238,0.0
B,B_No_Pers,402,3.0,2.0,2.0,0.0,4.2,5.0,4023787.0,5.0,64.0,1.0,0.9999999806858341,-1.5974044798916508e-06,-1.5974044798916508e-06,0.02682589043345162,1.0,3.7143144798278813,2.4196430301666263,-1.2946714496612548,3.3295223712921143,0.29440367149305174,0.14439080945083765,0.254862137832118,0.49975352588791777,15.900107192993165,0.06675609340307702,0.22815407797707604,3.7143144798278813,2.419641432762146,-1.2946730470657346,3.329523887634277,0.2944027804098033,0.14439072547434476,0.25486119690628095,0.49975410936709413,14.622548294067382,0.09358198383652866,0.2887904762056993,0.0
B,B_No_Pers,403,3.0,3.0,2.0,0.0,2.0,5.0,4033794.0,5.0,64.0,0.9999999999999997,0.9999998503006123,3.3068656921653172e-06,3.306865692098704e-06,0.019714274033710188,1.0,2.3742506408691404,1.2727698564529417,-1.1014807844161987,1.9309360337257384,0.3024440102016882,0.2468141276537282,0.173748050222368,0.8072746978758103,36.7604248046875,0.09046722466775388,0.27392672588172917,2.3742506408691404,1.272773163318634,-1.1014774775505065,1.930935845375061,0.3024417609013915,0.24681426765664308,0.1737434260110485,0.8072767003167302,35.455969619750974,0.1101814987014641,0.4144773936393699,0.0
B,B_No_Pers,601,4.0,1.0,2.0,0.0,2.2,5.0,6015180.0,5.0,64.0,0.9999999999999998,0.9999999621651245,4.4393539428710935e-05,4.4393539428000396e-05,-0.009747215327559261,1.0,31.361450576782225,4.517332105636596,-26.844118471145627,16.21910858154297,1.905182235812093,0.843577447153437,1.7061011039662433,0.442119221822839,433.736083984375,0.15917082595599558,0.08358062574070672,31.361450576782225,4.5173764991760255,-26.8440740776062,16.21909917831421,1.905189818014998,0.8435766809888893,1.7061103295673312,0.44211680446998003,441.1005126953125,0.1494236106284363,0.07853680857190612,0.0
B,B_No_Pers,602,4.0,2.0,2.0,0.0,2.2,5.0,6025187.0,5.0,64.0,1.0,0.9999988954947661,-8.196830749519088e-05,-8.196830749519088e-05,-0.0095403957503575,1.0,3.9544668769836426,3.038157901763916,-0.9163089752197265,3.700468482971192,0.23568068322601773,0.14663488708994835,0.17859249930182677,0.6569163995356471,17.112934112548828,0.07463288228530704,0.30623383487289724,3.9544668769836426,3.0380759334564207,-0.9163909435272217,3.7004702949523924,0.2357069597673617,0.14663480792614453,0.17862533013749868,0.6568640959599348,15.364433097839356,0.06509248653494956,0.2759195694323069,0.0
B,B_No_Pers,603,4.0,3.0,2.0,0.0,1.8,5.0,6035194.0,5.0,64.0,1.0,0.9999998007021539,1.8692016602095406e-06,1.8692016602095406e-06,0.00314504728102492,1.0,3.138199224472046,2.150046002864838,-0.9881532216072084,2.8333664417266844,0.26250907076492747,0.2053820750739666,0.1621008677441138,0.7749386181472292,24.372276306152344,0.08906803992638496,0.32933243428169434,3.138199224472046,2.1500478720664975,-0.9881513524055482,2.833368287086487,0.2625083731881779,0.20538221581743082,0.16209955705921766,0.7749410358477893,24.16416816711426,0.09221308720740987,0.33809819207466224,0.0
